Year,Account,Bundle,Total_Amount,Total_Orders,Avg_Order_Value,Segment
2024,Boissonneault Electric Corp,Sierra Wireless,647.55,1,647.55,One-time/Low Value
2024,Boldyn Networks,Cambium Networks,17784.55,1,17784.55,Big Spenders
2024,Borough of Chambersburg,Sierra Wireless,30.0,1,30.0,One-time/Low Value
2024,Braun Ambulances,Sierra Wireless,1008.24,1,1008.24,One-time/Low Value
2024,Britt Rice Electric,Sierra Wireless,2799.66,1,2799.66,Promising/New
2024,Budget Mentor,Sierra Wireless,4583.53,1,4583.53,Needs Nurture
2024,Built Systems,Sierra Wireless,897.01,1,897.01,One-time/Low Value
2024,CEC Controls - Wood PLC,Sierra Wireless,36261.16,1,36261.16,Needs Nurture
2024,CM3 Building Solutions,Sierra Wireless,5037.2,1,5037.2,Needs Nurture
2024,CSX,Cambium Networks,99907.74,9,11100.86,Champions
2024,CSX,Sierra Wireless,16312.5,1,16312.5,Big Spenders
2024,"Cable Associates, Inc",Sierra Wireless,650.61,1,650.61,One-time/Low Value
2024,California American Water,Sierra Wireless,24173.7,8,3021.7125,Champions
2024,Cambridge International Services,Cambium Networks,126557.41,1,126557.41,Big Spenders
2024,Capitol Technology University ALPHA Observatory,Sierra Wireless,453.24,1,453.24,One-time/Low Value
2024,Champion X,Other,6074.0,1,6074.0,Needs Nurture
2024,Chevron,Sierra Wireless,25000.0,1,25000.0,Big Spenders
2024,Chicago Building Services,Sierra Wireless,862.84,1,862.84,One-time/Low Value
2024,City of Escanaba,Sierra Wireless,1451.54,1,1451.54,One-time/Low Value
2024,City of Lewisville,Other,1285365.8,1,1285365.8,Needs Nurture
2024,City of Poquoson,Sierra Wireless,1623.47,1,1623.47,One-time/Low Value
2024,City of Rock hill,Sierra Wireless,300.0,1,300.0,One-time/Low Value
2024,City of Vernon,Sierra Wireless,4325.0,2,2162.5,Loyal
2024,Clackamas County Water Environment Services,Sierra Wireless,4561.67,1,4561.67,Needs Nurture
2024,Clarity SSU,Sierra Wireless,516.92,1,516.92,One-time/Low Value
2024,Cleveland Utilities,Sierra Wireless,3118.08,2,1559.04,Loyal
2024,Coastal Conversions,Sierra Wireless,1042.19,1,1042.19,Promising/New
2024,Cole Engineering Services/By-Light,Nokia,14400.0,2,7200.0,At Risk
2024,Cole Engineering Services/By-Light,Other,44466.75,1,44466.75,Needs Nurture
2024,Collins Aerospace,Other,5000.0,1,5000.0,Needs Nurture
2024,Commnet Broadband,Ciena,2293.54,1,2293.54,Promising/New
2024,Commnet Broadband,Other,49595.25,1,49595.25,Big Spenders
2024,Complete Control Services,Sierra Wireless,12961.2,6,2160.2,Champions
2024,ConnectSmart Systems,Peplink,705.88,1,705.88,One-time/Low Value
2024,Conoco Phillips,Other,105500.0,2,52750.0,Loyal
2024,Conrail,Sierra Wireless,2500.0,1,2500.0,Needs Nurture
2024,Consolidated Electrical Distributors,Sierra Wireless,1301.18,1,1301.18,One-time/Low Value
2024,ConstructCams,Sierra Wireless,5190.0,2,2595.0,Loyal
2024,"Constructure Technologies, Inc",Sierra Wireless,1305.6,3,435.2,At Risk
2024,"Continental Resources, Inc.",Cambium Networks,110000.0,2,55000.0,Loyal
2024,"Control Design, Inc.",Sierra Wireless,17344.0,1,17344.0,Big Spenders
2024,Control Systems NW,Sierra Wireless,13951.02,9,1550.113333333334,Champions
2024,Control Systems Technology,Sierra Wireless,148.39,1,148.39,One-time/Low Value
2024,Cooks Communications,Sierra Wireless,2777.29,2,1388.645,Loyal
2024,Cooperative Energy,Sierra Wireless,22124.33,6,3687.388333333334,Champions
2024,Corning Inc.,Sierra Wireless,902.44,1,902.44,Promising/New
2024,Cox,Cambium Networks,104777.21,10,10477.721,Champions
2024,Cox,Other,20876.55,2,10438.275,At Risk
2024,Craictek,Sierra Wireless,9758.85,1,9758.85,Big Spenders
2024,Crawford Electric,Cradlepoint,2341.66,1,2341.66,Needs Nurture
2024,Crawford Electric,Sierra Wireless,7275.02,1,7275.02,Needs Nurture
2024,CrossCountry Freight Solutions,Sierra Wireless,369.79,1,369.79,One-time/Low Value
2024,Custom Machine Controls,Sierra Wireless,795.31,1,795.31,One-time/Low Value
2024,Customized Energy Solutions,Sierra Wireless,4020.0,3,1340.0,At Risk
2024,DC Department of Energy and Environment,Sierra Wireless,848.011,1,848.011,One-time/Low Value
2024,DCB Elevator,Sierra Wireless,1000.0,1,1000.0,Promising/New
2024,DKS Associates,Sierra Wireless,1032.53,1,1032.53,Promising/New
2024,DSC Communications,Sierra Wireless,700.0,1,700.0,Promising/New
2024,Darke County Sheriff,Sierra Wireless,34380.63,1,34380.63,Needs Nurture
2024,Delaware Electric CO-OP,Sierra Wireless,100.0,2,50.0,At Risk
2024,"Delta Services, LLC",Sierra Wireless,955.7,1,955.7,One-time/Low Value
2024,Desert Ready Mix,Sierra Wireless,500.0,1,500.0,One-time/Low Value
2024,Design Solutions & Integration,Sierra Wireless,761.18,1,761.18,Promising/New
2024,Dixie Electric,Other,625.0,1,625.0,One-time/Low Value
2024,Dole Fresh Vegetables,Sierra Wireless,833.72,1,833.72,One-time/Low Value
2024,Dynamic Automation LTD.,Sierra Wireless,377.03,2,188.515,Loyal
2024,EQT,Sierra Wireless,118180.45,11,10743.67727272727,Champions
2024,"ETS - Engineering & Testing Services, Inc.",Sierra Wireless,5204.88,4,1301.22,Loyal
2024,EarthRes,Sierra Wireless,5420.0,1,5420.0,Needs Nurture
2024,"East Carolina Communications,LLC",Cradlepoint,3795.2,1,3795.2,Needs Nurture
2024,East Kentucky Power Cooperative,Sierra Wireless,11344.0,1,11344.0,Big Spenders
2024,Electronic Security Corporation,Peplink,780.35,1,780.35,One-time/Low Value
2024,Electronic Security Corporation,Sierra Wireless,1821.97,4,455.4925,Loyal
2024,Empire USA,Sierra Wireless,34085.81,1,34085.81,Needs Nurture
2024,Energy Transfer Partners,Cambium Networks,1000000.0,1,1000000.0,Needs Nurture
2024,Energy Transfer Partners,Other,2454.0,1,2454.0,Promising/New
2024,Energy Transfer Partners,Sierra Wireless,50000.0,1,50000.0,Needs Nurture
2024,Enlink,Sierra Wireless,17617.5,18,978.75,Champions
2024,Enterprise Products,GE,7668.35,1,7668.35,Big Spenders
2024,Entrust,Sierra Wireless,828.67,1,828.67,One-time/Low Value
2024,EpiSci,Sierra Wireless,10177.82,3,3392.606666666667,At Risk
2024,Equitrans Midstream,Sierra Wireless,289168.19,5,57833.638,Big Spenders
2024,"Erdman Video Systems, Inc.",Sierra Wireless,1700.0,1,1700.0,One-time/Low Value
2024,Essex County Office of Emergency Services,Sierra Wireless,16093.72,4,4023.43,Champions
2024,Evans Electric Service,Sierra Wireless,500.0,1,500.0,One-time/Low Value
2024,Exelon,Other,418.06,1,418.06,Promising/New
2024,Exelon,Sierra Wireless,786441.52,12,65536.79333333333,Champions
2024,Exelon - Delmarva,Sierra Wireless,3398.28,1,3398.28,Needs Nurture
2024,Exxon Mobil,Cambium Networks,18204.33,2,9102.165,Loyal
2024,FNA Inc,Sierra Wireless,8689.97,1,8689.97,Big Spenders
2024,Fermilab,Sierra Wireless,841.9,1,841.9,One-time/Low Value
2024,Fiero Automation - Hartfiel,Sierra Wireless,31081.82,5,6216.364,Champions
2024,Fischer Block,Sierra Wireless,2338.56,1,2338.56,Promising/New
2024,Fleaux Services,Peplink,3500.0,1,3500.0,Promising/New
2024,Fleaux Services,Sierra Wireless,12606.09,7,1800.87,Champions
2024,Fletcher Industries,Sierra Wireless,40640.74,4,10160.185,Champions
2024,Floor and Decor,Ericsson,25000.2,1,25000.2,Big Spenders
2024,Floor and Decor,Other,591.43,1,591.43,One-time/Low Value
2024,Future Technologies Innovations LLC,Cambium Networks,9154.0,1,9154.0,Big Spenders
2024,Future Technologies Innovations LLC,Ciena,260288.65,3,86762.88333333333,Champions
2024,Future Technologies Innovations LLC,Nokia,2633609.47,12,219467.4558333333,Champions
2024,Future Technologies Innovations LLC,Other,420126.26,2,210063.13,Loyal
2024,Future Technologies Innovations LLC,Use Cases,47630.94,3,15876.98,Champions
2024,G&C Optimization,Sierra Wireless,76782.72,1,76782.72,Needs Nurture
2024,GE Verona,Professional Services,13257.26,1,13257.26,Big Spenders
2024,GFL Defense,Sierra Wireless,12838.84,1,12838.84,Big Spenders
2024,GT&T,Other,6093.88,1,6093.88,Needs Nurture
2024,Garver,Sierra Wireless,1703.3,1,1703.3,One-time/Low Value
2024,George E. Booth Company,Other,2289.94,3,763.3133333333334,Loyal
2024,George E. Booth Company,Sierra Wireless,5684.28,5,1136.856,Loyal
2024,Global Capital Network,Sierra Wireless,2591.73,2,1295.865,At Risk
2024,Globalgig,Sierra Wireless,496.32,1,496.32,One-time/Low Value
2024,Gogo Inflight,Ceragon Networks,29070.2,4,7267.55,Big Spenders
2024,Gogo Inflight,Other,2025.0,2,1012.5,At Risk
2024,Gogo Inflight,Professional Services,1900.0,1,1900.0,One-time/Low Value
2024,Goodyear Tire,Sierra Wireless,940.48,1,940.48,Promising/New
2024,Graybar Electric,Sierra Wireless,2350.8,2,1175.4,Loyal
2024,Graybill Inc. (Alliant Energy),Sierra Wireless,53761.4,1,53761.4,Needs Nurture
2024,Greece Police,Sierra Wireless,1543.94,1,1543.94,One-time/Low Value
2024,Groveport Police Department,Sierra Wireless,4838.91,1,4838.91,Promising/New
2024,H&H Door Company Inc.,Sierra Wireless,1857.8,2,928.9,At Risk
2024,HMV Group,Sierra Wireless,2151.75,2,1075.875,At Risk
2024,Hardin Medical Center,Sierra Wireless,932.12,2,466.06,Loyal
2024,Hawaii American Water,Sierra Wireless,1598.4,1,1598.4,One-time/Low Value
2024,Hilcorp,Sierra Wireless,137417.0,2,68708.5,At Risk
2024,Holiday Process Solutions,Sierra Wireless,6525.0,1,6525.0,Needs Nurture
2024,Hubbell Inc,Sierra Wireless,762.73,1,762.73,Promising/New
2024,Hudson Fire Department,Sierra Wireless,891.57,1,891.57,Promising/New
2024,"HydroGeoLogic, Inc",Sierra Wireless,1187.69,1,1187.69,One-time/Low Value
2024,Hyster-Yale Materials Handling,Sierra Wireless,40000.0,1,40000.0,Big Spenders
2024,ICA Engineering,Sierra Wireless,2397.6,3,799.2000000000002,Loyal
2024,IP Systems,Sierra Wireless,993.2,1,993.2,One-time/Low Value
2024,Idemia,Sierra Wireless,89790.8,4,22447.7,Big Spenders
2024,Identisys,Sierra Wireless,10753.05,1,10753.05,Needs Nurture
2024,Illinois American Water,Sierra Wireless,202179.39,19,10641.02052631579,Champions
2024,InDyne,Cambium Networks,33421.79,1,33421.79,Needs Nurture
2024,Indeck Power Equipment Company,Sierra Wireless,9376.56,7,1339.508571428571,Champions
2024,Indiana American Water,Sierra Wireless,37007.47,11,3364.315454545454,Champions
2024,Information Station Specialists,Sierra Wireless,676.92,1,676.92,One-time/Low Value
2024,Intuitive Research and Technology Corporation,Use Cases,5127.48,1,5127.48,Needs Nurture
2024,Iowa American Water,Sierra Wireless,5594.4,1,5594.4,Promising/New
2024,Irby Utilities,Other,5074.360000000001,4,1268.59,Needs Nurture
2024,Irby Utilities,Sierra Wireless,382340.0,3,127446.6666666667,Big Spenders
2024,J&M Security Solutions,Sierra Wireless,656422.2,3,218807.4,At Risk
2024,JScource,Sierra Wireless,1000.0,1,1000.0,One-time/Low Value
2024,Jaguar and Land Rover Dealer,Sierra Wireless,900.0,1,900.0,One-time/Low Value
2024,John's Hopkins University,Sierra Wireless,5722.29,1,5722.29,Needs Nurture
2024,Johnson & Johnson,Use Cases,12352.94,1,12352.94,Needs Nurture
2024,Johnson Barrow Controls,Sierra Wireless,903.48,1,903.48,Promising/New
2024,KYTC,Cambium Networks,10000.0,1,10000.0,Needs Nurture
2024,KYTC,Other,3772.6,5,754.52,Needs Nurture
2024,KYTC,Sierra Wireless,497649.48,16,31103.0925,Champions
2024,Kenergy,Cambium Networks,8677.4,1,8677.4,Needs Nurture
2024,Kennedy Industries,Sierra Wireless,1559.04,1,1559.04,Promising/New
2024,Kentucky American Water,Sierra Wireless,799.2,1,799.2,One-time/Low Value
2024,Kit Communications,Sierra Wireless,1000.0,1,1000.0,One-time/Low Value
2024,Kredit Automation & Controls,Sierra Wireless,850.36,1,850.36,Promising/New
2024,Kyndryl,Other,18731.25,1,18731.25,Needs Nurture
2024,L&L Electrical,Sierra Wireless,1261.5,1,1261.5,One-time/Low Value
2024,Las Cruces,Sierra Wireless,1511.18,1,1511.18,One-time/Low Value
2024,Lighthouse Electric,Sierra Wireless,4785.4,1,4785.4,Needs Nurture
2024,Lightsource BP,Sierra Wireless,1647.15,1,1647.15,One-time/Low Value
2024,Loss Prevention Research,Sierra Wireless,440.77,1,440.77,One-time/Low Value
2024,Lower Colorado River Authority,Sierra Wireless,50000.0,1,50000.0,Big Spenders
2024,Lucid Trades,Sierra Wireless,3135.3,1,3135.3,Needs Nurture
2024,Lufthansa,Ericsson,44972.87,2,22486.435,Loyal
2024,Lumin8,Other,472.65,1,472.65,Promising/New
2024,Lumin8,Sierra Wireless,2514.44,2,1257.22,Loyal
2024,M&F Mobiles Services LLC (Repair Man),Sierra Wireless,1753.79,1,1753.79,One-time/Low Value
2024,Maher Terminal Port Elizabeth,Nokia,807.63,1,807.63,One-time/Low Value
2024,Maher Terminal Port Elizabeth,Use Cases,13383.35,3,4461.116666666667,Champions
2024,Maple Cove Camp,Sierra Wireless,1810.38,1,1810.38,One-time/Low Value
2024,Maxim Automation,Sierra Wireless,37999.6,14,2714.257142857143,Champions
2024,McEnery Automation,Sierra Wireless,1278.75,1,1278.75,One-time/Low Value
2024,Miami International Airport,Nokia,6627012.47,7,946716.0671428572,Champions
2024,Miami International Airport,Use Cases,21387.1,2,10693.55,Loyal
2024,Micro Enterprise NJ,Other,866.08,1,866.08,One-time/Low Value
2024,Micro Enterprise NJ,Sierra Wireless,4388.42,4,1097.105,Loyal
2024,Midwest Tractor Sales,Sierra Wireless,862.27,1,862.27,Promising/New
2024,Millersburg Information System,Sierra Wireless,2783.1,1,2783.1,Needs Nurture
2024,Mirapath,Sierra Wireless,1368.3,1,1368.3,One-time/Low Value
2024,Missouri American Water,Other,442.38,2,221.19,Loyal
2024,Missouri American Water,Sierra Wireless,47421.05,15,3161.403333333334,Champions
2024,Mon Valley Integration,Sierra Wireless,8393.93,10,839.393,Champions
2024,Monte Vista Water District,Sierra Wireless,3581.84,1,3581.84,Needs Nurture
2024,Monumental Sports,Cambium Networks,59123.26,1,59123.26,Big Spenders
2024,Motion AI,Sierra Wireless,703.39,1,703.39,One-time/Low Value
2024,NH DOT,Sierra Wireless,1326.0,1,1326.0,One-time/Low Value
2024,NJ American Water,Sierra Wireless,171564.0,14,12254.57142857143,Champions
2024,NMTS New Mexico Tech Seismological Observatory,Sierra Wireless,1554.14,1,1554.14,Promising/New
2024,NSG,Sierra Wireless,816.55,1,816.55,One-time/Low Value
2024,Nationwide Security Corporation,Sierra Wireless,1004.59,1,1004.59,One-time/Low Value
2024,Nerds on Standby Inc,Peplink,1718.54,2,859.27,Loyal
2024,Network Builders IT,Sierra Wireless,719.09,1,719.09,Promising/New
2024,New Hampshire Electric,Sierra Wireless,3044.72,1,3044.72,Needs Nurture
2024,Nomad Solutions/Apex,Cambium Networks,238499.592,5,47699.9184,Big Spenders
2024,Norfolk Southern,Cambium Networks,362608.25,22,16482.19318181818,Champions
2024,Norfolk Southern,Other,5000.0,1,5000.0,Needs Nurture
2024,"North Shore Energy, LLC",Other,153.63,1,153.63,One-time/Low Value
2024,Northeast Sammamish Sewer and Water District,Sierra Wireless,1877.1,1,1877.1,One-time/Low Value
2024,Northrop Grumman,Cambium Networks,723482.03,2,361741.015,At Risk
2024,Occidental Petroleum,Cambium Networks,659237.83,31,21265.73645161291,Champions
2024,Occidental Petroleum,Cradlepoint,3895.52,2,1947.76,Loyal
2024,Occidental Petroleum,Other,195270.5,12,16272.54166666667,Champions
2024,Occidental Petroleum,Peplink,13951.82,1,13951.82,Needs Nurture
2024,Occidental Petroleum,Professional Services,3400.86,2,1700.43,Loyal
2024,Occidental Petroleum,Site Infrastructure,12226.35,2,6113.175,At Risk
2024,Occidental Petroleum,Use Cases,303182.09,4,75795.52249999999,At Risk
2024,Omega International,Other,2103.66,1,2103.66,Promising/New
2024,Orenda,Other,10175.17,2,5087.585,Big Spenders
2024,Owen Electric,Sierra Wireless,7050.0,1,7050.0,Needs Nurture
2024,PA American Water,Sierra Wireless,65815.54000000001,17,3871.502352941177,Champions
2024,"PRATT & WHITNEY ENGINE SERVICES, INC. (Vallen)",Sierra Wireless,1443.9,1,1443.9,One-time/Low Value
2024,PS Electric LLC,Sierra Wireless,9495.58,2,4747.79,Big Spenders
2024,Parsons,Sierra Wireless,1777.63,1,1777.63,One-time/Low Value
2024,Patti Engineering,Sierra Wireless,942.8,1,942.8,One-time/Low Value
2024,Pearce Bertram +,Sierra Wireless,24566.0,1,24566.0,Needs Nurture
2024,Pedro Performance Car Racing,Site Development,150.0,1,150.0,Promising/New
2024,Perceptive Controls,Cradlepoint,555.1,1,555.1,Promising/New
2024,Perceptive Controls,Other,3866.91,2,1933.455,Needs Nurture
2024,Perceptive Controls,Sierra Wireless,19974.55,12,1664.545833333333,Champions
2024,Pertech,Other,140.58,1,140.58,One-time/Low Value
2024,Pertech,Sierra Wireless,150.0,1,150.0,One-time/Low Value
2024,Petra Consultants,Sierra Wireless,2338.56,1,2338.56,Needs Nurture
2024,"Phillips Southern Electric Co., Inc.",Sierra Wireless,13038.8,3,4346.266666666666,At Risk
2024,Phoenix Contact Development,Sierra Wireless,5017.0,1,5017.0,Needs Nurture
2024,Phoenix System,Sierra Wireless,4641.28,1,4641.28,Promising/New
2024,Piedmont Automation,Sierra Wireless,17550.0,3,5850.0,Big Spenders
2024,Pioneer Cellular,Sierra Wireless,53540.75,3,17846.91666666667,Champions
2024,Powershare Energy Cooperative,Sierra Wireless,684.74,1,684.74,One-time/Low Value
2024,Powersouth Energy Cooperative,Cambium Networks,44736.98,4,11184.245,Champions
2024,Powersouth Energy Cooperative,Sierra Wireless,552.96,1,552.96,Promising/New
2024,"Preserving Our Georgia Cemeteries, LLC",Sierra Wireless,549.42,1,549.42,One-time/Low Value
2024,QSI Companies,Sierra Wireless,650.59,1,650.59,One-time/Low Value
2024,"QX Networking & Design, Inc.",Cambium Networks,3156.26,1,3156.26,Needs Nurture
2024,"Quality Controls, Inc.",Sierra Wireless,2713.01,4,678.2525,Loyal
2024,RBO Technology,Sierra Wireless,1424.21,1,1424.21,Promising/New
2024,Ranger Excavating,Sierra Wireless,120.0,1,120.0,One-time/Low Value
2024,Rathbun Regional Water Association,Sierra Wireless,11715.0,2,5857.5,Loyal
2024,Redline Telecom,Cambium Networks,7669.93,2,3834.965,Loyal
2024,Reliance Test & Technology (Formerly InDyne) Eglin,Cambium Networks,74954.87,2,37477.435,Big Spenders
2024,Remote Camera Systems,Sierra Wireless,800.0,1,800.0,Promising/New
2024,Revere Control (AW),Sierra Wireless,799.2,1,799.2,One-time/Low Value
2024,Rock Springs High School FB,Sierra Wireless,1000.0,1,1000.0,Promising/New
2024,Rocket Technologies,Sierra Wireless,932.09,1,932.09,One-time/Low Value
2024,"Rohde & Schwarz USA, Inc.",Other,17579.6,2,8789.8,Big Spenders
2024,Russell Pacific,Sierra Wireless,4788.25,1,4788.25,Promising/New
2024,"SCS Engineers Stearns, Conrad and Schmidt Consulting Engineers, Inc",Sierra Wireless,3804.86,1,3804.86,Needs Nurture
2024,SENSIA LLC,Site Development,826.51,1,826.51,One-time/Low Value
2024,SSi Canada,Use Cases,653.94,1,653.94,Promising/New
2024,Sage Integration,Sierra Wireless,466.61,1,466.61,One-time/Low Value
2024,Santee Cooper,Cambium Networks,57437.14,3,19145.71333333333,Champions
2024,Scout Motors,Sierra Wireless,3150.36,1,3150.36,Promising/New
2024,Security 101,Sierra Wireless,5067.43,2,2533.715,At Risk
2024,Serco,Cambium Networks,34504.88,1,34504.88,Big Spenders
2024,Setton Farms,Sierra Wireless,764.75,1,764.75,One-time/Low Value
2024,Shenandoah Valley Electric CO-OP,Cambium Networks,11869.68,3,3956.56,Big Spenders
2024,Shenandoah Valley Electric CO-OP,Other,1527.9,1,1527.9,Promising/New
2024,Shenandoah Valley Electric CO-OP,Sierra Wireless,10810.7,2,5405.35,Loyal
2024,Shenandoah Valley Electric CO-OP,Site Development,28928.61,1,28928.61,Big Spenders
2024,Sign Plus,Sierra Wireless,29705.96,3,9901.986666666666,Champions
2024,Sita,Cradlepoint,111113.28,1,111113.28,Needs Nurture
2024,"Solar Technology, Inc.",Sierra Wireless,32500.0,1,32500.0,Needs Nurture
2024,Sonavex,Sierra Wireless,1945.85,1,1945.85,One-time/Low Value
2024,South Florida Water management district,Cambium Networks,10000.0,1,10000.0,Needs Nurture
2024,Southern Company,Cambium Networks,13206.64,4,3301.66,Champions
2024,Specialist Commercial Solutions,Cradlepoint,831.6,1,831.6,Promising/New
2024,Spirit Global,Other,6220.5,1,6220.5,Needs Nurture
2024,State Tractor,Sierra Wireless,49187.4,1,49187.4,Big Spenders
2024,Summerwood Corporation,Sierra Wireless,7420.38,1,7420.38,Needs Nurture
2024,Summit Utilities,Sierra Wireless,141784.2,5,28356.84,Big Spenders
2024,T and C Stamping,Peplink,1053.48,1,1053.48,One-time/Low Value
2024,TICO Technical,Sierra Wireless,855.6,1,855.6,One-time/Low Value
2024,TID Water and Power  Turlock Irrigation District,Sierra Wireless,9301.62,3,3100.54,Champions
2024,"TRI-R Systems, Inc",Sierra Wireless,16804.8,3,5601.599999999999,Champions
2024,Tallgrass Energy,Other,345146.55,2,172573.275,Big Spenders
2024,Techneaux,Sierra Wireless,696.47,1,696.47,Promising/New
2024,Tecore Networks,Other,60000.0,1,60000.0,Needs Nurture
2024,Tecore Networks,Site Infrastructure,1000000.0,1,1000000.0,Needs Nurture
2024,"Tectonic Engineering Consultants, Geologists & Surveying DCP",Sierra Wireless,750.0,1,750.0,One-time/Low Value
2024,Telus,Advisory Services,34504.88,1,34504.88,Needs Nurture
2024,Tennessee Valley Authority,Other,635.55,1,635.55,One-time/Low Value
2024,Tennessee Valley Authority,Sierra Wireless,8376.8,3,2792.266666666666,Big Spenders
2024,Texas Electric Coop,Sierra Wireless,27125.0,2,13562.5,Loyal
2024,"The Ritz-Carlton Residences, Inner Harbor, Baltimore",Use Cases,37848.0,1,37848.0,Needs Nurture
2024,The York Water Company,Sierra Wireless,2749.41,1,2749.41,Needs Nurture
2024,Thiele Kaolin Company,Cambium Networks,3351.47,5,670.2940000000001,Needs Nurture
2024,Tisch Environmental,Sierra Wireless,1431.4,1,1431.4,One-time/Low Value
2024,Today's Power,Sierra Wireless,11788.16,2,5894.08,At Risk
2024,Town & Country Group,Sierra Wireless,483.69,1,483.69,Promising/New
2024,Town of Frisco,Sierra Wireless,1183.78,1,1183.78,One-time/Low Value
2024,"Traffic Control Product, Inc.",Sierra Wireless,1211.11,1,1211.11,One-time/Low Value
2024,Trakka Systems,Sierra Wireless,3906.9,1,3906.9,Needs Nurture
2024,Trans Terra,Sierra Wireless,2723.25,1,2723.25,Promising/New
2024,Tri-County Electric Coop.,Cradlepoint,3519.87,1,3519.87,Needs Nurture
2024,Tri-County Electric Coop.,Sierra Wireless,2016.48,1,2016.48,One-time/Low Value
2024,Triton Systems,Sierra Wireless,1673.18,1,1673.18,Promising/New
2024,Truckee Meadows Water Authority,Sierra Wireless,2970.0,1,2970.0,Promising/New
2024,UGI Utilities,Sierra Wireless,31556.62,13,2427.432307692307,Champions
2024,UNIVERSITY of NEBRASKA – LINCOLN,Sierra Wireless,542.07,1,542.07,One-time/Low Value
2024,US Army,Cambium Networks,426808.54,2,213404.27,At Risk
2024,US Army,Nokia,8733.76,1,8733.76,Needs Nurture
2024,US Navy - NFEXWC PHE California,Cambium Networks,60000.0,1,60000.0,Big Spenders
2024,Uniti Fiber,Other,11199.84,1,11199.84,Big Spenders
2024,University of Hawaii,Sierra Wireless,1084.72,1,1084.72,One-time/Low Value
2024,VA-KY Communications,Sierra Wireless,19742.36,2,9871.18,At Risk
2024,VLCM,Sierra Wireless,1761.88,2,880.94,Loyal
2024,Valor Outfitters,Sierra Wireless,5722.76,1,5722.76,Promising/New
2024,Vanguard Auto Design,Sierra Wireless,1622.67,1,1622.67,One-time/Low Value
2024,Veolia,Sierra Wireless,650.59,1,650.59,One-time/Low Value
2024,Vermillion Systems,Sierra Wireless,6585.36,1,6585.36,Promising/New
2024,Virginia American Water,Sierra Wireless,4088.18,3,1362.726666666667,Needs Nurture
2024,Vision Security Technologies,Sierra Wireless,12593.0,1,12593.0,Needs Nurture
2024,Vision to Learn,Sierra Wireless,18071.79,2,9035.895,At Risk
2024,Voor Residence,Sierra Wireless,1390.08,1,1390.08,One-time/Low Value
2024,WBA Automation,Sierra Wireless,3080.96,1,3080.96,Needs Nurture
2024,Wachter,Other,12806.35,1,12806.35,Needs Nurture
2024,Wachter,Use Cases,3239.39,2,1619.695,Loyal
2024,We Energies,Sierra Wireless,144997.0,6,24166.16666666667,Champions
2024,West Kentucky Rural Electric,Sierra Wireless,6964.72,1,6964.72,Needs Nurture
2024,West Virginia American Water,Sierra Wireless,179368.15,17,10551.06764705882,Champions
2024,"Western Express, Inc. -",Sierra Wireless,1600.0,1,1600.0,One-time/Low Value
2024,Western Midstream,Cambium Networks,149415.36,13,11493.48923076923,Champions
2024,Western Midstream,Other,3120.09,1,3120.09,Promising/New
2024,WiLine,Ceragon Networks,32251.34,1,32251.34,Big Spenders
2024,Widelity,Sierra Wireless,438.91,1,438.91,One-time/Low Value
2024,Wildflower International,Sierra Wireless,4560.0,1,4560.0,Needs Nurture
2024,Williams Information Technology LLC,Cambium Networks,14713.64,2,7356.82,At Risk
2024,Williams Information Technology LLC,Cradlepoint,3432000.0,1,3432000.0,Big Spenders
2024,Williams Information Technology LLC,Other,110000.0,2,55000.0,Loyal
2024,Williams Information Technology LLC,Sierra Wireless,1036601.94,15,69106.796,Champions
2024,Windhams Tech Firm,Sierra Wireless,118710.0,2,59355.0,At Risk
2024,Wunderlich-Malec Engineering,Sierra Wireless,779.52,1,779.52,Promising/New
2024,XTEC,Sierra Wireless,380.25,2,190.125,Loyal
2024,Yaham Optoelectronics,Sierra Wireless,750.0,1,750.0,One-time/Low Value
2024,York County,Cambium Networks,5643.76,2,2821.88,At Risk
2024,Zentro,SIAE,936151.88,19,49271.15157894737,Champions
2024,Zumtobel Lighting Inc,Sierra Wireless,1327.2,2,663.5999999999999,Loyal
2025,"A Plus Termite Fumigation, Inc.",Sierra Wireless,1613.33,1,1613.33,Promising/New
2025,ACT,Other,1862.35,1,1862.35,One-time/Low Value
2025,AEC Solar,Sierra Wireless,377.67,1,377.67,Promising/New
2025,ATI Flat Rolled Products,Celona,195054.13,4,48763.5325,Champions
2025,ATI Flat Rolled Products,Other,17399.56,1,17399.56,Needs Nurture
2025,ATI Flat Rolled Products,Use Cases,10315.35,2,5157.674999999999,Big Spenders
2025,Acoustic Technology Inc,Sierra Wireless,47474.59,3,15824.86333333334,Champions
2025,Aion Robotics Corportation,Sierra Wireless,1600.0,1,1600.0,One-time/Low Value
2025,All Electric,Sierra Wireless,1629.78,1,1629.78,One-time/Low Value
2025,"Allied Control Services, Inc.",Sierra Wireless,23270.59,11,2115.508181818182,Champions
2025,American Water,Sierra Wireless,799.2,1,799.2,One-time/Low Value
2025,Ampli-fi,Ericsson,150000.0,1,150000.0,Big Spenders
2025,Apergy - ChampionX,Other,12649.0,1,12649.0,Needs Nurture
2025,Apergy - ChampionX,Sierra Wireless,36000.0,2,18000.0,Loyal
2025,Arizona DOT,Sierra Wireless,2905.0,1,2905.0,Needs Nurture
2025,Artesian Water,Sierra Wireless,2987.5,1,2987.5,Needs Nurture
