Year,Month,Account,Bundle,Revenue,Orders
2023,3,ATN International,Ciena,70369.0,1
2023,3,"Allied Control Services, Inc.",Sierra Wireless,6798.0,3
2023,3,Bluebonnet Electric Cooperative,Sierra Wireless,36509.72,1
2023,3,COLSA,Nokia,82565.28,1
2023,3,CSX,Cambium Networks,5000.0,1
2023,3,CTG,Sierra Wireless,1521.46,1
2023,3,EA Science and Technology,Sierra Wireless,852.73,1
2023,3,EWA - Electronic Warfare Associates,Other,223000.0,1
2023,3,East Kentucky Power Cooperative,Sierra Wireless,933.7,1
2023,3,Exelon - Delmarva,Sierra Wireless,283500.0,1
2023,3,Exelon/BGE,Sierra Wireless,239133.68,1
2023,3,Future Technologies Innovations LLC,Other,16666.67,1
2023,3,George E. Booth Company,Sierra Wireless,8655.6,1
2023,3,Gogo Inflight,Ceragon Networks,24462.0,1
2023,3,Gogo Inflight,Professional Services,3000.0,1
2023,3,Illinois American Water,Sierra Wireless,18139.0,3
2023,3,JSat Automation Inc.,Sierra Wireless,796.81,1
2023,3,Johnson & Johnson,Use Cases,12352.94,1
2023,3,Leidos,Sierra Wireless,817264.0,1
2023,3,Occidental Petroleum,Cambium Networks,63622.35,1
2023,3,Ocean State Signal,Sierra Wireless,567.2,1
2023,3,Oceaneering,Cambium Networks,33026.0,1
2023,3,Pioneer Cellular,Sierra Wireless,41533.66,1
2023,3,Power Share Cooperative,Sierra Wireless,650.61,1
2023,3,Reliance Test & Technology (Formerly InDyne) Eglin,Cambium Networks,37537.4,1
2023,3,Southern Company,Cambium Networks,4066.97,2
2023,3,"Southern Flow, Inc.",Sierra Wireless,1948.0,1
2023,3,Specialist Commercial Solutions,Cambium Networks,6361.52,1
2023,3,Specialist Commercial Solutions,Cradlepoint,10000.0,1
2023,3,Summit Utilities,Sierra Wireless,20730.0,1
2023,3,"TOKYO OHKA KOGYO AMERICA, INC.",Sierra Wireless,372.0,1
2023,3,"TRI-R Systems, Inc",Sierra Wireless,828.37,1
2023,3,Today's Power,Sierra Wireless,6050.56,1
2023,3,Trinity Exploration & Production,Cradlepoint,100000.0,1
2023,3,Uniti Fiber,Other,1261.92,1
2023,3,Utilicom Supply,Sierra Wireless,107522.12,2
2023,3,VA-KY Communications,Sierra Wireless,2813.43,1
2023,3,West Kentucky Rural Electric,Other,453.9,1
2023,3,Western Midstream,Cambium Networks,797122.39,5
2023,3,WiLine,Other,140000.0,1
2023,3,Williams Information Technology LLC,Sierra Wireless,62021.68,3
2023,4,ATN International,Cambium Networks,5568.610000000001,2
2023,4,ATN International,Ceragon Networks,49744.8,1
2023,4,Americom,Sierra Wireless,822.97,1
2023,4,Apergy - ChampionX,Other,3829.3,2
2023,4,Atlantic Communications,Sierra Wireless,870.85,1
2023,4,CSX,Cambium Networks,4619.0,1
2023,4,California American Water,Sierra Wireless,7992.0,1
2023,4,DTE Midstream,Sierra Wireless,19896.0,1
2023,4,Engage P2P,Sierra Wireless,670.9,1
2023,4,Exelon,Other,562.33,1
2023,4,Exelon - Atlantic City Electric,Sierra Wireless,1186.16,1
2023,4,GDT,Sierra Wireless,36432.0,1
2023,4,Gogo Inflight,Other,1255.0,1
2023,4,Illinois American Water,Sierra Wireless,8940.02,2
2023,4,Indiana American Water,Sierra Wireless,799.2,1
2023,4,Irby Utilities,Other,4264.5,1
2023,4,Jakoby-cor,Other,501.43,1
2023,4,KYTC,Sierra Wireless,8454.3,1
2023,4,Maxim Automation,Sierra Wireless,4554.27,1
2023,4,Missouri American Water,Sierra Wireless,14530.08,4
2023,4,Mon Valley Integration,Sierra Wireless,1369.48,2
2023,4,NJ American Water,Sierra Wireless,32813.67,2
2023,4,Norfolk Southern,Cambium Networks,201222.81,1
2023,4,Occidental Petroleum,Cambium Networks,0.0,1
2023,4,Occidental Petroleum,Other,772.93,1
2023,4,PA American Water,Other,764.25,1
2023,4,PA American Water,Sierra Wireless,17969.58,2
2023,4,Pioneer Cellular,Other,3683.29,1
2023,4,Pioneer Electric Coop,Sierra Wireless,11880.06,1
2023,4,Powersouth Energy Cooperative,Cambium Networks,6030.36,1
2023,4,Preferred Communications,Sierra Wireless,803.84,1
2023,4,Railpower Tech LLC,Sierra Wireless,1951.83,1
2023,4,Ramboll,Other,211.5,1
2023,4,"Rockcliff Energy, LLC",Sierra Wireless,9000.0,1
2023,4,Solar Security,Sierra Wireless,1322.02,1
2023,4,Symspire,Sierra Wireless,1935.81,1
2023,4,Thurmond McGlothlin,Sierra Wireless,567.2,1
2023,4,West Virginia American Water,Sierra Wireless,1598.4,1
2023,4,Western Midstream,Cambium Networks,40202.0,1
2023,4,Williams Information Technology LLC,Sierra Wireless,3316.0,1
2023,5,ATI Flat Rolled Products,Celona,10300.0,1
2023,5,Alessios,Cradlepoint,616.76,1
2023,5,"Allied Control Services, Inc.",Sierra Wireless,3629.93,3
2023,5,Atlantic Veterinary Hospital,Peplink,1058.82,1
2023,5,Baha Mar,Use Cases,38025.33,1
2023,5,Bluebonnet Electric Cooperative,Sierra Wireless,6733.6,1
2023,5,Boldyn Networks,Nokia,22659.99,1
2023,5,COLSA,Nokia,19135.4,1
2023,5,CSX,Cambium Networks,23927.02,2
2023,5,"Cable Associates, Inc",Sierra Wireless,778.16,1
2023,5,"Calera Gas, LLC",Sierra Wireless,760.73,1
2023,5,California American Water,Sierra Wireless,7992.0,3
2023,5,Chevron,Cradlepoint,25597.01,1
2023,5,City of Panama Beach City,Peplink,28671.31,1
2023,5,Complete Control Services,Sierra Wireless,1326.4,1
2023,5,Cooperative Energy,Sierra Wireless,5305.6,1
2023,5,Cox,Cambium Networks,120397.77,2
2023,5,EQT,Sierra Wireless,14225.0,1
2023,5,Electronic Security Corporation,Sierra Wireless,483.14,1
2023,5,Equitrans Midstream,Sierra Wireless,600.35,1
2023,5,Exelon - Atlantic City Electric,Sierra Wireless,1186.16,1
2023,5,Exelon - PECO,Sierra Wireless,25719.74,2
2023,5,Exelon/BGE,Sierra Wireless,45000.0,1
2023,5,Gaia Green Earth,Cambium Networks,20000.0,1
2023,5,Geiler,Sierra Wireless,1239.36,1
2023,5,Greenfield Inc,Cradlepoint,168059.36,1
2023,5,Grey Wolf Automation,Sierra Wireless,983.08,1
2023,5,IPEX,Cradlepoint,46404.23,1
2023,5,Illinois American Water,Sierra Wireless,694.32,1
2023,5,Intuitive Research and Technology Corporation,Other,135294.12,1
2023,5,Irby Utilities,Sierra Wireless,8508.0,1
2023,5,Johnson Controls,Sierra Wireless,480.64,1
2023,5,KYTC,Sierra Wireless,211.8,1
2023,5,Kinder Morgan,Cambium Networks,6820.88,1
2023,5,Maxim Automation,Sierra Wireless,2902.05,1
2023,5,Missouri American Water,Sierra Wireless,2514.99,1
2023,5,Mon Valley Integration,Sierra Wireless,822.36,1
2023,5,NJ American Water,Sierra Wireless,871.55,1
2023,5,Nomad Solutions/Apex,Cambium Networks,1549.07,1
2023,5,Norfolk Southern,Cambium Networks,11330.8,1
2023,5,Occidental Petroleum,Cambium Networks,13400.0,1
2023,5,Occidental Petroleum,Site Infrastructure,17629.5,1
2023,5,PA American Water,Sierra Wireless,4644.37,1
2023,5,Powershare Energy Cooperative,Sierra Wireless,650.61,1
2023,5,Powersouth Energy Cooperative,Cambium Networks,2568.78,1
2023,5,ROCS Transit,Sierra Wireless,2052.43,1
2023,5,Ramboll,Sierra Wireless,741.36,2
2023,5,Ranger Excavating,Sierra Wireless,300.0,1
2023,5,Rock River Service,Sierra Wireless,1312.02,1
2023,5,Santee Cooper,Cambium Networks,15357.6,1
2023,5,Shenandoah Valley Electric CO-OP,Cambium Networks,103.76,1
2023,5,Shenandoah Valley Electric CO-OP,Sierra Wireless,1314.4,1
2023,5,Smart Sky Networks,Ceragon Networks,17583.82,2
2023,5,Southern Company,Cambium Networks,11592.45,1
2023,5,"TRI-R Systems, Inc",Sierra Wireless,1656.74,1
2023,5,Tech Know How LLC,Sierra Wireless,937.18,1
2023,5,US Army,Cambium Networks,82176.4,1
2023,5,US Army,Nokia,18808.66,1
2023,5,We Energies,Sierra Wireless,6300.0,1
2023,5,Western Midstream,Cambium Networks,376583.04,2
2023,5,Williams Information Technology LLC,Sierra Wireless,663.2,1
2023,5,York County,Cambium Networks,3685.48,1
2023,5,Zentro,SIAE,1623.52,1
2023,6,247 Networks,Sierra Wireless,1223.63,1
2023,6,ACT,Cambium Networks,27772.14,1
2023,6,ACT,Ceragon Networks,28265.52,2
2023,6,AEP Oklahoma,Sierra Wireless,1983.03,1
2023,6,ATN International,Cambium Networks,48593.3,1
2023,6,Alliant Energy,Sierra Wireless,58119.4,1
2023,6,"Allied Control Services, Inc.",Sierra Wireless,1185.37,3
2023,6,Apergy - ChampionX,Other,4221.2,2
2023,6,Arklanet,Cambium Networks,2279.53,1
2023,6,Artesian Water,Sierra Wireless,2836.0,1
2023,6,Artiel Systems Integration,Sierra Wireless,1690.68,1
2023,6,BAE Systems Digital Intelligence,Nokia,500000.0,1
2023,6,Brayman Construction,Sierra Wireless,740.61,1
2023,6,CP Chem,Site Infrastructure,2701.16,1
2023,6,CSX,Cambium Networks,5135.26,1
2023,6,California American Water,Sierra Wireless,1743.1,2
2023,6,Cimarron Electric,Sierra Wireless,3253.05,1
2023,6,Cole Engineering Services/By-Light,Cambium Networks,181152.0,1
2023,6,Complete Control Services,Sierra Wireless,346.24,1
2023,6,Control Systems Technology,Sierra Wireless,7080.23,1
2023,6,Darke County Sheriff,Sierra Wireless,36403.02,1
2023,6,Distinctive AFWS Designs,Sierra Wireless,567.2,1
2023,6,EQT,Other,1058.8,1
2023,6,EQT,Sierra Wireless,1329.1,2
2023,6,Exelon - PECO,Sierra Wireless,4474.95,1
2023,6,Fischer Block,Sierra Wireless,1521.46,1
2023,6,Fleaux Services,Sierra Wireless,6632.0,1
2023,6,IROB Solutions LLC,Sierra Wireless,3388.93,2
2023,6,Illinois American Water,Sierra Wireless,5666.75,3
2023,6,Information Station Specialists,Sierra Wireless,3703.0,1
2023,6,Intuitive Research and Technology Corporation,Site Infrastructure,160000.0,1
2023,6,Johnson & Johnson,Professional Services,1500.0,1
2023,6,Lenco Armored Vehicles,Sierra Wireless,2254.5,1
2023,6,Linkan Engineering,Sierra Wireless,870.85,1
2023,6,Maryland American Water,Sierra Wireless,7992.0,2
2023,6,Maxim Automation,Sierra Wireless,3451.75,2
2023,6,Musco Lighting,Sierra Wireless,5377.38,1
2023,6,Namaste Solar,Sierra Wireless,650.61,1
2023,6,Norfolk Southern,Other,130121.77,1
2023,6,North Slope Telecom,Sierra Wireless,650.61,1
2023,6,Occidental Petroleum,Cambium Networks,218165.92,2
2023,6,Occidental Petroleum,Site Infrastructure,13990.09,1
2023,6,One Atlas,Sierra Wireless,307.32,1
2023,6,PA American Water,Sierra Wireless,4986.92,5
2023,6,Pearce-Renewables,Sierra Wireless,739.55,1
2023,6,Peoria Heights,Sierra Wireless,32416.2,1
2023,6,Perceptive Controls,Sierra Wireless,2558.65,2
2023,6,Petra Consultants,Sierra Wireless,650.0,1
2023,6,Phantom Technical,Sierra Wireless,346.99,1
2023,6,Pioneer Cellular,Sierra Wireless,3403.2,1
2023,6,Shenandoah Valley Electric CO-OP,Ericsson,459.75,1
2023,6,Smart Sky Networks,Ceragon Networks,1202.42,1
2023,6,Sonavex,Sierra Wireless,1945.85,1
2023,6,South Florida Water management district,Cambium Networks,7497.82,1
2023,6,Space Force,Cambium Networks,125000.0,1
2023,6,St. Tammany Parish,Cradlepoint,102355.0,1
2023,6,Strategic Maintenance Solutions,Sierra Wireless,2453.51,1
2023,6,Systems Control,Cambium Networks,10656.01,1
2023,6,Tennessee Valley Authority,Sierra Wireless,2595.54,1
2023,6,TruAccess Networks,Cradlepoint,409799.96,1
2023,6,United States Coast Guard,Cambium Networks,48387.45,1
2023,6,West Virginia American Water,Sierra Wireless,23866.57,2
2023,6,Western Midstream,Cambium Networks,400.12,1
2023,6,Williams Information Technology LLC,Sierra Wireless,21222.4,1
2023,6,showPRO,Sierra Wireless,1786.37,1
2023,7,AEP Texas,Sierra Wireless,1983.03,1
2023,7,"Accel Communications, Inc",Sierra Wireless,365.52,1
2023,7,American Water,Sierra Wireless,10199.0,1
2023,7,Apergy - ChampionX,Sierra Wireless,30000.0,1
2023,7,CSX,Cambium Networks,10853.32,1
2023,7,California American Water,Sierra Wireless,2372.76,2
2023,7,Cambium Networks,Cambium Networks,8159.64,1
2023,7,City of Austin,Sierra Wireless,129.4,1
2023,7,Cole Engineering Services/By-Light,Other,442168.75,1
2023,7,Cole Engineering Services/By-Light,Site Development,9285.71,1
2023,7,Complete Control Services,Site Development,2088.78,1
2023,7,Cooperative Energy,Sierra Wireless,5305.6,1
2023,7,Cox,Other,331350.0,1
2023,7,Dixie Electric,Other,1450.68,1
2023,7,EQT,Other,749.54,1
2023,7,Eagle Automation,Sierra Wireless,685.84,1
2023,7,Equitrans Midstream,Sierra Wireless,2268.8,1
2023,7,Fischer Block,Sierra Wireless,2282.19,1
2023,7,Hanen,Sierra Wireless,825.22,1
2023,7,Illinois American Water,Sierra Wireless,799.2,1
2023,7,Johnston Technical Services,Sierra Wireless,3382.45,1
2023,7,MWI Direct,Sierra Wireless,1567.1,1
2023,7,Maxim Automation,Sierra Wireless,683.9,1
2023,7,Micro Enterprise NJ,Sierra Wireless,65050.8,1
2023,7,Missouri American Water,Sierra Wireless,3562.9,1
2023,7,Monumental Sports,Cambium Networks,45343.3,1
2023,7,Occidental Petroleum,Cambium Networks,21323.64,3
2023,7,Occidental Petroleum,Site Development,9514.3,1
2023,7,PA American Water,Sierra Wireless,18816.81,7
2023,7,PS Electric LLC,Sierra Wireless,5672.0,1
2023,7,Powersouth Energy Cooperative,Cambium Networks,397.4,1
2023,7,Rappahannock Electric Cooperative,Sierra Wireless,3424.62,1
2023,7,"Rockcliff Energy, LLC",Sierra Wireless,1128.8,1
2023,7,Rolls Royce,Other,3027.24,1
2023,7,Santee Cooper,Cambium Networks,938.0,1
2023,7,Smart Sky Networks,Ceragon Networks,14821.85,3
2023,7,Southern Electrical Equipment Co.,Sierra Wireless,1567.34,1
2023,7,Southwest Gas Corp.,Other,2603.62,1
2023,7,Square Robot,Sierra Wireless,696.49,1
2023,7,TICO Technical,Sierra Wireless,855.6,1
2023,7,Tech Solutions Statesboro,Peplink,941.18,1
2023,7,The York Water Company,Sierra Wireless,2397.6,1
2023,7,UGI Utilities,Sierra Wireless,2651.6,1
2023,7,US Air Force,Cambium Networks,149396.77,1
2023,7,US Army,Nokia,14291.212,1
2023,7,US Army,Site Infrastructure,134917.39,1
2023,7,United States Coast Guard,Cambium Networks,1510.0,1
2023,7,West Virginia American Water,Sierra Wireless,9948.0,1
2023,8,AECOM,Sierra Wireless,660.36,1
2023,8,AEP Oklahoma,Sierra Wireless,8907.66,2
2023,8,ATI Flat Rolled Products,Celona,40315.47,1
2023,8,ATN International,Cambium Networks,793.31,1
2023,8,"Allied Control Services, Inc.",Sierra Wireless,16130.55,3
2023,8,American Water,Sierra Wireless,10081.48,1
2023,8,Apergy - ChampionX,Other,15439.0,1
2023,8,Arkansas Oklahoma Gas Corporation,Sierra Wireless,64424.0,2
2023,8,Arklanet,Cambium Networks,2660.4,1
2023,8,"Automated Control Concepts, Inc./ Inflexion Point",Sierra Wireless,7287.0,1
2023,8,Avrumy's Security,Sierra Wireless,429.19,1
2023,8,BQ Dynetics,Cambium Networks,29271.72,1
2023,8,Birdi Systems,Sierra Wireless,1316.89,1
2023,8,Boldyn Networks,Nokia,23364.0,1
2023,8,Bounce Imaging,Sierra Wireless,2035.34,1
2023,8,CSX,Cambium Networks,188358.0,1
2023,8,City of Rock hill,Sierra Wireless,300.0,1
2023,8,Cole Engineering Services/By-Light,Professional Services,17814.2,1
2023,8,Complete Control Services,Sierra Wireless,2397.6,1
2023,8,Cooperative Energy,Sierra Wireless,3316.0,1
2023,8,Cox,Other,1971.25,1
2023,8,Cradlepoint,Cradlepoint,88.24,1
2023,8,EQT,Sierra Wireless,22280.0,3
2023,8,Fairfax County PD,Sierra Wireless,2766.2,1
2023,8,ICA Engineering,Sierra Wireless,24718.05,2
2023,8,Illinois American Water,Sierra Wireless,1548.4,1
2023,8,KYTC,Other,1875.0,1
2023,8,KYTC,Sierra Wireless,16378.61,2
2023,8,Kenergy,Cambium Networks,4659.04,2
2023,8,Kentucky American Water,Sierra Wireless,1400.48,1
2023,8,Kit Communications,Sierra Wireless,0.0,1
2023,8,Kupper Engineering,Sierra Wireless,2660.0,1
2023,8,Leading Integration,Sierra Wireless,811.09,1
2023,8,MARTA,Sierra Wireless,1500.03,1
2023,8,Maxim Automation,Sierra Wireless,1371.68,1
2023,8,Metropolitan Airports Commission,Sierra Wireless,349.77,1
2023,8,Missouri American Water,Sierra Wireless,2389.27,2
2023,8,Monumental Sports,Cambium Networks,684.69,1
2023,8,Nokia,Other,6111.0,1
2023,8,Norfolk Southern,Cambium Networks,233126.32,5
2023,8,Occidental Petroleum,Cambium Networks,2559445.48,4
2023,8,Occidental Petroleum,Other,4925.0,1
2023,8,Occidental Petroleum,Site Development,7428.57,1
2023,8,PA American Water,Sierra Wireless,4905.0,1
2023,8,PS Electric LLC,Sierra Wireless,5672.0,1
2023,8,Powersouth Energy Cooperative,Cambium Networks,8159.64,1
2023,8,Santee Cooper,Cambium Networks,6340.68,1
2023,8,South Florida Water management district,Cambium Networks,7539.81,1
2023,8,Southern Company,Cambium Networks,1788.8,1
2023,8,Specialist Commercial Solutions,Cradlepoint,510.0,1
2023,8,"TRI-R Systems, Inc",Sierra Wireless,2485.11,1
2023,8,Telstar Instruments,Sierra Wireless,650.59,1
2023,8,Tennessee American Water,Sierra Wireless,3996.0,1
2023,8,Truckee Meadows Water Authority,Sierra Wireless,2970.0,1
2023,8,Wavetronix,Sierra Wireless,1783.26,1
2023,8,We Energies,Sierra Wireless,17040.0,1
2023,8,Western Midstream,Site Development,621000.0,1
2023,8,Western Midstream,Site Infrastructure,2301292.2,4
2023,8,Williams Information Technology LLC,Sierra Wireless,663.2,1
2023,8,Williamsburg Police Department,Sierra Wireless,1237.9,1
2023,8,Yankee Communications,Sierra Wireless,39960.0,1
2023,9,ACT,Cambium Networks,25381.43,3
2023,9,ATN International,Ciena,34127.83,1
2023,9,Aclara - Hubbell Inc,Sierra Wireless,2747.05,1
2023,9,Acoustic Technology Inc,Sierra Wireless,2735.04,1
2023,9,Apergy - ChampionX,Sierra Wireless,30000.0,1
2023,9,Arklanet,Cambium Networks,2268.12,1
2023,9,Boldyn Networks,Cradlepoint,10085.75,2
2023,9,CSX,Cambium Networks,133515.72,2
2023,9,California American Water,Sierra Wireless,1230.64,1
2023,9,Colossal Contracting LLC,Sierra Wireless,109711.5,1
2023,9,Complete Control Services,Sierra Wireless,3196.8,1
2023,9,Complete Control Services,Site Development,2088.78,1
2023,9,Control Systems Technology,Sierra Wireless,1639.61,1
2023,9,Convergent Energy,Cradlepoint,23100.7,1
2023,9,Cooperative Energy,Sierra Wireless,5397.41,1
2023,9,Cox,Cambium Networks,12545.89,2
2023,9,DTE Energy,Sierra Wireless,1915.05,1
2023,9,Duplicate - Irby Utilities,Sierra Wireless,5672.0,1
2023,9,Eastex Tower,Ciena,447622.12,1
2023,9,H&H Door Company Inc.,Sierra Wireless,2616.93,1
2023,9,Hardin Medical Center,Sierra Wireless,466.06,1
2023,9,Illinois American Water,Sierra Wireless,7256.48,5
2023,9,Indiana American Water,Sierra Wireless,6121.6,2
2023,9,Intuitive Research and Technology Corporation,Nokia,250000.0,1
2023,9,KYTC,Other,3697.16,1
2023,9,Kokosing Construction,Sierra Wireless,2340.46,1
2023,9,LA City,Sierra Wireless,3746.64,1
2023,9,Link Media Outdoor,Sierra Wireless,650.61,1
2023,9,MARTA,Sierra Wireless,200.04,1
2023,9,NMTS New Mexico Tech Seismological Observatory,Sierra Wireless,1589.36,1
2023,9,New Hampshire Electric,Sierra Wireless,3803.65,1
2023,9,Norfolk Southern,Cambium Networks,441268.82,1
2023,9,NorthPoint Development,Sierra Wireless,543.7,1
2023,9,Occidental Petroleum,Cambium Networks,4654.48,4
2023,9,Occidental Petroleum,Site Infrastructure,19876.28,3
2023,9,PA American Water,Sierra Wireless,26992.58,3
2023,9,PDS Solutions,Sierra Wireless,360.66,1
2023,9,Parsons,Sierra Wireless,29637.5,1
2023,9,Pennsylvania Solar Company,Sierra Wireless,329.44,1
2023,9,Perceptive Controls,Sierra Wireless,1589.74,2
2023,9,"Phillips Southern Electric Co., Inc.",Sierra Wireless,5302.55,1
2023,9,Rohde & Schwarz,Ciena,6026.19,1
2023,9,Santee Cooper,Cambium Networks,498.84,1
2023,9,Shenandoah Valley Electric CO-OP,Sierra Wireless,34517.5,1
2023,9,Southern Company,Cambium Networks,4424.53,1
2023,9,"Sumaria Systems, LLC",Cambium Networks,39120.32,1
2023,9,Summit Utilities,Sierra Wireless,1326.0,1
2023,9,"TRI-R Systems, Inc",Sierra Wireless,1656.74,1
2023,9,TSI Controls,Sierra Wireless,3696.23,2
2023,9,Tennessee Valley Authority,Sierra Wireless,1000.0,1
2023,9,"The Ritz-Carlton Residences, Inner Harbor, Baltimore",Use Cases,37848.0,1
2023,9,Trumansburg Police Department,Sierra Wireless,2197.34,1
2023,9,US Army,Site Infrastructure,35853.39,1
2023,9,VLCM,Sierra Wireless,865.76,1
2023,9,Wagoner Wind,Sierra Wireless,4680.0,1
2023,9,Williams Information Technology LLC,Sierra Wireless,40389.5,2
2023,9,Zentro,SIAE,1411.6,1
2023,10,AES,Cambium Networks,39142.24,1
2023,10,AQWA,Sierra Wireless,625.84,1
2023,10,"Allied Control Services, Inc.",Sierra Wireless,1474.77,2
2023,10,Atmos Energy Corporation,Sierra Wireless,9948.0,1
2023,10,Bounce Imaging,Sierra Wireless,92.63,1
2023,10,CSX,Cambium Networks,25676.1,2
2023,10,Clay Electric Cooperative,Sierra Wireless,1804.98,1
2023,10,ConstructCams,Sierra Wireless,6039.45,1
2023,10,Cox,Cambium Networks,113230.8,2
2023,10,Cox,Other,275.0,1
2023,10,Dixie Electric,Other,3826.42,1
2023,10,EQT,Sierra Wireless,5439.75,2
2023,10,Equitrans Midstream,Sierra Wireless,522.14,1
2023,10,Fusion World Wide,Sierra Wireless,65061.0,1
2023,10,George E. Booth Company,Sierra Wireless,1884.05,2
2023,10,Gogo Inflight,Ceragon Networks,96.0,1
2023,10,Graybill Inc. (Alliant Energy),Sierra Wireless,5864.88,1
2023,10,Illinois American Water,Sierra Wireless,6918.76,2
2023,10,Indeck Power Equipment Company,Sierra Wireless,4149.46,1
2023,10,Indiana American Water,Sierra Wireless,8034.7,2
2023,10,Irby Utilities,Other,6133.17,1
2023,10,J&M Security Solutions,Sierra Wireless,761.18,1
2023,10,KYTC,Sierra Wireless,242995.0,2
2023,10,Link Media Outdoor,Sierra Wireless,27.5,1
2023,10,Maher Terminal Port Elizabeth,Nokia,15155.97,1
2023,10,Norfolk Southern,Cambium Networks,4935.17,2
2023,10,Norfolk Southern,Other,5454.54,2
2023,10,Norfolk Southern,Site Infrastructure,208048.42,3
2023,10,Occidental Petroleum,Site Infrastructure,30026.67,2
2023,10,Peraton,Sierra Wireless,7781.71,1
2023,10,Powersouth Energy Cooperative,Cambium Networks,13147.36,1
2023,10,"Quality Controls, Inc.",Sierra Wireless,650.61,1
2023,10,Southern Company,Cambium Networks,19502.64,2
2023,10,Texas Electric Coop,Sierra Wireless,5670.6,1
2023,10,Trigg County Sheriff,Sierra Wireless,11044.9,1
2023,10,Utilicom Supply,Other,183.75,1
2023,10,West Virginia American Water,Sierra Wireless,871.55,1
2023,10,Western Midstream,Cambium Networks,1684.32,1
2023,10,Western Midstream,Site Development,54511.78,1
2023,10,Western Midstream,Site Infrastructure,9472.21,1
2023,10,Westlake Financial,Sierra Wireless,1189.75,1
2023,10,Williams Information Technology LLC,Sierra Wireless,108101.6,4
2023,11,Amscot - The Money Superstore,Other,187.96,1
2023,11,Apergy - ChampionX,Other,5276.5,1
2023,11,"Automated Control Concepts, Inc./ Inflexion Point",Sierra Wireless,3189.9,1
2023,11,CSX,Cambium Networks,5135.22,1
2023,11,Carrier,Cradlepoint,673125.0,1
2023,11,Commtech,Sierra Wireless,650.61,1
2023,11,Communication Technology Services,Sierra Wireless,1000.0,1
2023,11,Convergint Technologies,Sierra Wireless,807.01,1
2023,11,Cox,Cambium Networks,106.96,1
2023,11,Digital Path,Sierra Wireless,1815.08,1
2023,11,Distinctive AFWS Designs,Sierra Wireless,761.18,1
2023,11,EQT,Sierra Wireless,21337.5,2
2023,11,"ETS - Engineering & Testing Services, Inc.",Sierra Wireless,7156.710000000001,3
2023,11,Eagle Automation,Sierra Wireless,638.93,1
2023,11,East Kentucky Power Cooperative,Sierra Wireless,11371.29,1
2023,11,Equitrans Midstream,Sierra Wireless,1122.49,2
2023,11,Essex County Office of Emergency Services,Sierra Wireless,3898.14,1
2023,11,Floor and Decor,Cradlepoint,1138.33,1
2023,11,Future Technologies Innovations LLC,Other,13983.44,1
2023,11,George E. Booth Company,Sierra Wireless,1016.76,1
2023,11,ISA Solar Integrated Solar,Sierra Wireless,673.44,1
2023,11,Illinois American Water,Sierra Wireless,3196.8,1
2023,11,KYTC,Other,6363.5,1
2023,11,KYTC,Sierra Wireless,1106.07,1
2023,11,Kenergy,Cambium Networks,15000.0,1
2023,11,Larimer Emergency Telephone Authority,Sierra Wireless,3813.32,1
2023,11,Maher Terminal Port Elizabeth,Nokia,16130.58,1
2023,11,Maxim Automation,Sierra Wireless,2735.04,1
2023,11,Mon Valley Integration,Sierra Wireless,1643.28,1
2023,11,Neptune Technology Group,Sierra Wireless,5986.6,3
2023,11,Nokia,Other,5775.0,1
2023,11,Nomad Solutions/Apex,Cambium Networks,102892.53,2
2023,11,Norfolk Southern,Cambium Networks,16299.76,1
2023,11,Norfolk Southern,Other,32095.43,4
2023,11,Pertech,Sierra Wireless,1367.21,1
2023,11,Powersouth Energy Cooperative,Cambium Networks,397.4,1
2023,11,Powersouth Energy Cooperative,Sierra Wireless,501.02,1
2023,11,"Rockcliff Energy, LLC",Sierra Wireless,9000.0,1
2023,11,Sondhi Solutions,Sierra Wireless,1392.94,1
2023,11,Southern Company,Cambium Networks,8793.539999999999,2
2023,11,"Southern Flow, Inc.",Sierra Wireless,3253.05,1
2023,11,Specialist Commercial Solutions,Cradlepoint,2217.65,1
2023,11,Tri-County Electric Coop.,Cradlepoint,4971.81,1
2023,11,Unity Township Emergency Management,Sierra Wireless,2189.92,1
2023,11,West Side Vol Fire Department,Sierra Wireless,1227.56,1
2023,11,Western Midstream,Cambium Networks,23437.98,1
2023,11,WiLine,Peplink,85106.0,2
2023,11,Williams Information Technology LLC,Sierra Wireless,1285445.2,5
2023,11,Zentro,SIAE,139152.8,1
2023,12,ATI Flat Rolled Products,Celona,165095.25,3
2023,12,ATN International,Ciena,34127.83,1
2023,12,Accenture Federal,Other,100000.0,1
2023,12,Actemium,Sierra Wireless,2644.62,1
2023,12,Ameresco Operations & Maintenance,Sierra Wireless,39.0,1
2023,12,Artesian Water,Sierra Wireless,43821.0,2
2023,12,CSX,Cambium Networks,587.61,1
2023,12,California American Water,Sierra Wireless,5594.4,1
2023,12,Carrier,Cradlepoint,579375.0,1
2023,12,ChipChat Technology Group,Sierra Wireless,1156.88,1
2023,12,Conrail,Sierra Wireless,1886.57,1
2023,12,Cornell University,Sierra Wireless,1721.66,1
2023,12,Essex County Office of Emergency Services,Sierra Wireless,1980.0,1
2023,12,Floor and Decor,Cradlepoint,194210.0,1
2023,12,Future Technologies Innovations LLC,Cambium Networks,134000.0,1
2023,12,Guardian Access Solutions,Sierra Wireless,2623.92,1
2023,12,Hyundai,Other,56640.0,1
